Empty_Lines,Lines_Of_Comments,Lines_Of_Program,Physic_Lines,n1_Number_Of_Distinct_Operators,n2_Number_Of_Distinct_Operands,n_Program_Vocabulary,N1_Total_Number_Of_Operators,N2_Total_Number_Of_Operands,N_Program_Length,B_Number_of_Delivered_Bugs_1,B_Number_of_Delivered_Bugs_2,D_Difficulty,E_Effort,T_Time_Required_To_Program,V_Volume,_N_Calculated_Program_Length,McCab_Number,IsVulnerable
0,0,14,14,14,20,34,50,37,87,0.000333,0.147536,7,3098.26487,172.125826,442.609267,139.741531,4,6
0,0,12,12,12,19,31,45,34,79,0.000333,0.130461,6,2348.289051,130.460503,391.381509,123.730173,4,6
0,0,9,9,12,16,28,33,27,60,0.000333,0.096147,6,1730.647772,96.147098,288.441295,107.01955,2,6
0,0,14,14,13,20,33,49,37,86,0.000333,0.144606,6,2602.907366,144.605965,433.817894,134.544278,4,6
0,0,16,16,18,19,37,75,58,133,0.000333,0.230952,27,18707.14704,1039.285946,692.857298,155.769273,3,6
0,0,11,11,18,17,35,61,45,106,0.000333,0.181235,18,9786.671996,543.704,543.704,144.545518,3,6
0,0,18,18,16,18,34,72,49,121,0.000333,0.205194,16,9849.328061,547.184892,615.583004,139.05865,2,6
0,0,10,10,14,14,28,41,29,70,0.000333,0.112172,14,4711.207824,261.733768,336.514845,106.605938,2,6
0,0,20,20,16,23,39,85,68,153,0.000333,0.269556,16,12938.66463,718.814702,808.666539,168.041925,2,6
0,0,13,13,17,18,35,53,44,97,0.000333,0.165847,16,7960.647242,442.25818,497.540453,144.545518,2,6
0,0,11,11,15,14,29,42,30,72,0.000333,0.116592,14,4896.844843,272.046936,349.774632,111.906328,2,6
0,0,10,10,15,13,28,39,27,66,0.000333,0.105762,14,4441.995948,246.777553,317.285425,106.709075,2,6
0,0,11,11,12,15,27,44,39,83,0.000333,0.131552,12,4735.867952,263.103775,394.655663,101.622909,1,6
0,0,13,13,16,18,34,52,44,96,0.000333,0.162799,16,7814.342924,434.130162,488.396433,139.05865,2,6
0,0,33,33,19,51,70,162,103,265,0.000333,0.54142,18,29236.67999,1624.259999,1624.259999,370.004315,13,6
0,0,17,17,15,21,36,81,49,130,0.000333,0.22403,14,9409.263503,522.736861,672.09025,150.842025,6,6
0,0,12,12,16,16,32,49,34,83,0.000333,0.138333,16,6640,368.888889,415,128,3,6
0,0,12,12,17,15,32,49,34,83,0.000333,0.138333,16,6640,368.888889,415,128.090227,3,6
0,0,12,12,14,22,36,58,43,101,0.000333,0.174054,7,3655.136976,203.063165,522.162425,151.410465,5,6
0,0,8,8,15,14,29,41,27,68,0.000333,0.110114,7,2312.398954,128.466609,330.342708,111.906328,2,6
0,0,29,29,19,46,65,146,91,237,0.000333,0.475767,9,12845.71055,713.650586,1427.301172,334.794473,10,6
0,0,17,17,15,21,36,81,49,130,0.000333,0.22403,14,9409.263503,522.736861,672.09025,150.842025,6,6
0,0,21,21,14,20,34,96,71,167,0.000333,0.283202,21,17841.73218,991.207344,849.606294,139.741531,2,6
0,0,24,24,18,23,41,109,79,188,0.000333,0.33574,27,27194.93398,1510.829665,1007.219777,179.100575,3,6
0,0,10,10,15,16,31,47,33,80,0.000333,0.132112,14,5548.699868,308.261104,396.335705,122.603359,2,6
0,0,10,10,15,14,29,42,29,71,0.000333,0.114972,14,4828.833109,268.268506,344.916651,111.906328,2,6
0,0,14,14,15,17,32,59,45,104,0.000333,0.173333,14,7280,404.444444,520,128.090227,2,6
0,0,18,18,16,21,37,85,55,140,0.000333,0.243108,16,11669.17554,648.28753,729.323471,156.238666,5,6
0,0,11,11,14,24,38,47,41,88,0.000333,0.153939,7,3232.723348,179.595742,461.817621,163.342069,2,6
0,0,13,13,15,26,41,60,48,108,0.000333,0.192872,7,4050.309315,225.017184,578.615616,180.814792,4,6
0,0,11,11,14,25,39,53,41,94,0.000333,0.165609,7,3477.79466,193.210814,496.827809,169.399374,4,6
0,0,14,14,16,26,42,64,50,114,0.000333,0.204908,8,4917.79349,273.210749,614.724186,186.211433,4,6
0,0,12,12,15,27,42,57,46,103,0.000333,0.185136,7,3887.860862,215.99227,555.408695,186.985321,4,6
0,0,9,9,13,17,30,41,31,72,0.000333,0.117765,6,2119.776737,117.765374,353.296123,117.592585,3,6
0,0,11,11,14,20,34,47,38,85,0.000333,0.144145,7,3027.040391,168.168911,432.434342,139.741531,3,6
0,0,18,18,17,19,36,65,57,122,0.000333,0.210244,24,15137.5404,840.974467,630.73085,150.197491,4,6
0,0,18,18,17,19,36,65,57,122,0.000333,0.210244,24,15137.5404,840.974467,630.73085,150.197491,4,6
0,0,20,20,19,20,39,70,60,130,0.000333,0.229034,27,18551.76179,1030.653433,687.102288,167.149185,4,6
0,0,18,18,17,20,37,65,58,123,0.000333,0.213588,16,10252.20422,569.566901,640.762764,155.92543,4,6
0,0,18,18,17,20,37,65,58,123,0.000333,0.213588,16,10252.20422,569.566901,640.762764,155.92543,4,6
0,0,18,18,17,20,37,65,58,123,0.000333,0.213588,16,10252.20422,569.566901,640.762764,155.92543,4,6
0,0,19,19,13,19,32,84,62,146,0.000333,0.243333,18,13140,730,730,128.816339,1,6
0,0,22,22,17,21,38,97,70,167,0.000333,0.292135,24,21033.69347,1168.538526,876.403895,161.725534,2,6
0,0,10,10,16,17,33,52,35,87,0.000333,0.146287,16,7021.796614,390.099812,438.862288,133.486868,2,6
0,0,16,16,14,18,32,58,53,111,0.000333,0.185,14,7770,431.666667,555,128.361619,3,6
0,0,18,18,17,20,37,66,58,124,0.000333,0.215324,16,10335.55548,574.197527,645.972217,155.92543,4,6
0,0,16,16,12,15,27,64,48,112,0.000333,0.177516,18,9585.853204,532.5474,532.5474,101.622909,1,6
0,0,19,19,16,17,33,77,56,133,0.000333,0.223635,24,16101.70603,894.539224,670.904418,133.486868,2,6
0,0,10,10,13,14,27,42,30,72,0.000333,0.114117,12,4108.222802,228.2346,342.3519,101.408685,2,6
0,0,15,15,12,17,29,61,46,107,0.000333,0.173268,12,6237.647598,346.535978,519.803966,112.506418,1,6
0,0,18,18,16,19,35,74,54,128,0.000333,0.218849,16,10504.77162,583.598423,656.548226,144.710623,2,6
0,0,10,10,14,14,28,46,31,77,0.000333,0.123389,14,5182.328606,287.907145,370.166329,106.605938,2,6
0,0,14,14,11,14,25,59,43,102,0.000333,0.157891,15,7105.09997,394.727776,473.673331,91.356717,1,6
0,0,17,17,15,16,31,72,51,123,0.000333,0.203122,21,12796.68907,710.927171,609.366146,122.603359,2,6
0,0,10,10,14,14,28,46,31,77,0.000333,0.123389,14,5182.328606,287.907145,370.166329,106.605938,2,6
0,0,14,14,12,14,26,62,43,105,0.000333,0.164515,18,8883.831067,493.54617,493.54617,96.322519,1,6
0,0,17,17,16,16,32,75,51,126,0.000333,0.21,24,15120,840,630,128,2,6
0,0,10,10,14,14,28,46,31,77,0.000333,0.123389,14,5182.328606,287.907145,370.166329,106.605938,2,6
0,0,9,9,10,12,22,37,27,64,0.000333,0.095135,10,2854.036236,158.557569,285.403624,76.238831,1,6
0,0,12,12,14,14,28,50,35,85,0.000333,0.136208,14,5720.752357,317.819575,408.625168,106.605938,2,6
0,0,10,10,14,14,28,46,31,77,0.000333,0.123389,14,5182.328606,287.907145,370.166329,106.605938,2,6
0,0,13,13,11,16,27,48,39,87,0.000333,0.137892,10,4136.752127,229.819563,413.675213,102.053748,2,6
0,0,16,16,15,19,34,61,47,108,0.000333,0.183149,14,7692.243816,427.346879,549.445987,139.313982,3,6
0,0,10,10,15,17,32,43,31,74,0.000333,0.123333,7,2590,143.888889,370,128.090227,2,6
0,0,9,9,13,14,27,33,30,63,0.000333,0.099853,12,3594.694952,199.705275,299.557913,101.408685,2,6
0,0,10,10,13,17,30,33,33,66,0.000333,0.107952,6,1943.128676,107.951593,323.854779,117.592585,2,6
0,0,14,14,16,18,34,66,47,113,0.000333,0.191628,16,9198.132817,511.007379,574.883301,139.05865,5,6
0,0,17,17,17,18,35,62,50,112,0.000333,0.191493,16,9191.675166,510.64862,574.479698,144.545518,2,6
0,0,13,13,15,13,28,51,35,86,0.000333,0.137811,14,5788.055326,321.558629,413.432523,106.709075,2,6
0,0,11,11,15,13,28,47,31,78,0.000333,0.124991,14,5249.631575,291.646199,374.973684,106.709075,2,6
0,0,12,12,12,13,25,47,34,81,0.000333,0.125384,12,4513.828216,250.768234,376.152351,91.125266,2,6
0,0,9,9,11,13,24,37,27,64,0.000333,0.097813,10,2934.376,163.020889,293.4376,86.159464,2,6
0,0,10,10,13,14,27,43,32,75,0.000333,0.118872,12,4279.398752,237.744375,356.616563,101.408685,2,6
0,0,9,9,11,11,22,37,26,63,0.000333,0.093648,10,2809.44192,156.080107,280.944192,76.107496,2,6
0,0,12,12,15,25,40,59,43,102,0.000333,0.180946,7,3799.85666,211.103148,542.836666,174.699764,4,6
0,0,11,11,14,24,38,54,41,95,0.000333,0.166184,7,3489.871796,193.881766,498.553114,163.342069,4,6
0,0,9,9,13,23,36,40,35,75,0.000333,0.129248,6,2326.466251,129.248125,387.744375,152.147641,2,6
0,0,9,9,13,23,36,40,35,75,0.000333,0.129248,6,2326.466251,129.248125,387.744375,152.147641,2,6
0,0,9,9,12,13,25,38,30,68,0.000333,0.105261,12,3789.386651,210.521481,315.782221,91.125266,1,6
0,0,5,5,12,11,23,26,19,45,0.000333,0.067853,6,1221.361728,67.853429,203.560288,81.073298,1,6
0,0,16,16,18,21,39,69,53,122,0.000333,0.21494,18,11606.74327,644.819071,644.819071,167.297316,3,6
0,0,19,19,11,19,30,71,57,128,0.000333,0.209361,15,9421.229944,523.401664,628.081996,118.764371,2,6
0,0,22,22,15,22,37,84,65,149,0.000333,0.258736,14,10866.91972,603.717762,776.208551,156.710855,3,6
0,0,10,10,15,18,33,44,32,76,0.000333,0.127791,7,2683.617671,149.089871,383.373953,133.662009,2,6
0,0,12,12,15,15,30,44,32,76,0.000333,0.124308,14,5220.931594,290.051755,372.923685,117.206718,3,6
0,0,17,17,16,27,43,88,57,145,0.000333,0.262269,16,12588.93423,699.385235,786.808389,192.381963,6,6
0,0,17,17,16,25,41,82,60,142,0.000333,0.253591,16,12172.35815,676.24212,760.772385,180.096405,6,6
0,0,12,12,16,19,35,55,40,95,0.000333,0.162427,16,7796.510186,433.139455,487.281887,144.710623,2,6
0,0,11,11,15,14,29,43,35,78,0.000333,0.126308,14,5304.915247,294.717514,378.922518,111.906328,3,6
0,0,11,11,15,16,31,41,34,75,0.000333,0.123855,14,5201.906126,288.994785,371.564723,122.603359,2,6
0,0,12,12,17,19,36,56,40,96,0.000333,0.165438,16,7941.004802,441.166933,496.3128,150.197491,2,6
0,0,7,7,10,15,25,27,22,49,0.000333,0.07585,5,1137.744766,63.208043,227.548953,91.82264,2,6
0,0,8,8,10,15,25,28,24,52,0.000333,0.080494,5,1207.402609,67.077923,241.480522,91.82264,2,6
0,0,15,15,10,15,25,59,46,105,0.000333,0.162535,15,7314.073499,406.337417,487.6049,91.82264,1,6
0,0,18,18,14,17,31,72,54,126,0.000333,0.208076,21,13108.80344,728.266858,624.228735,122.789837,2,6
0,0,10,10,13,14,27,45,32,77,0.000333,0.122042,12,4393.516052,244.084225,366.126338,101.408685,2,6
0,0,5,5,12,13,25,26,19,45,0.000333,0.069658,6,1253.841171,69.657843,208.973529,91.125266,3,6
0,0,6,6,12,14,26,27,21,48,0.000333,0.075207,6,1353.726639,75.207035,225.621106,96.322519,3,6
0,0,7,7,11,16,27,27,25,52,0.000333,0.082418,5,1236.270751,68.681708,247.25415,102.053748,1,6
0,0,11,11,14,24,38,54,41,95,0.000333,0.166184,7,3489.871796,193.881766,498.553114,163.342069,4,6
0,0,8,8,12,13,25,37,28,65,0.000333,0.100617,12,3622.207828,201.233768,301.850652,91.125266,1,6
0,0,15,15,13,17,30,69,51,120,0.000333,0.196276,18,10598.88369,588.826871,588.826871,117.592585,1,6
0,0,13,13,16,26,42,58,47,105,0.000333,0.188731,8,4529.546635,251.64148,566.193329,186.211433,4,6
0,0,9,9,13,22,35,40,34,74,0.000333,0.126522,6,2277.40166,126.522314,379.566943,146.213212,2,6
0,0,11,11,13,24,37,49,40,89,0.000333,0.154547,6,2781.848097,154.547117,463.64135,158.144816,3,6
0,0,9,9,13,22,35,40,34,74,0.000333,0.126522,6,2277.40166,126.522314,379.566943,146.213212,2,6
0,0,14,14,14,24,38,63,47,110,0.000333,0.192424,7,4040.904185,224.494677,577.272026,163.342069,6,6
0,0,21,21,16,22,38,82,72,154,0.000333,0.269394,24,19396.34009,1077.574449,808.180837,162.107496,2,6
0,0,11,11,10,12,22,38,29,67,0.000333,0.099594,10,2987.819184,165.989955,298.781918,76.238831,2,6
0,0,14,14,14,15,29,51,37,88,0.000333,0.142501,14,5985.032586,332.50181,427.502328,111.906328,3,6
0,0,10,10,13,14,27,39,28,67,0.000333,0.106192,12,3822.929552,212.384975,318.577463,101.408685,2,6
0,0,15,15,15,16,31,49,41,90,0.000333,0.148626,14,6242.287351,346.793742,445.877668,122.603359,3,6
0,0,15,15,15,17,32,49,42,91,0.000333,0.151667,14,6370,353.888889,455,128.090227,3,6
0,0,15,15,15,17,32,49,41,90,0.000333,0.15,14,6300,350,450,128.090227,3,6
0,0,11,11,10,12,22,38,29,67,0.000333,0.099594,10,2987.819184,165.989955,298.781918,76.238831,2,6
0,0,14,14,14,15,29,51,37,88,0.000333,0.142501,14,5985.032586,332.50181,427.502328,111.906328,3,6
0,0,10,10,13,14,27,39,28,67,0.000333,0.106192,12,3822.929552,212.384975,318.577463,101.408685,2,6
0,0,18,18,11,17,28,66,54,120,0.000333,0.192294,15,8653.23886,480.735492,576.882591,107.540616,2,6
0,0,21,21,15,20,35,79,62,141,0.000333,0.241076,21,15187.80701,843.767056,723.228905,145.041921,3,6
0,0,10,10,15,17,32,44,32,76,0.000333,0.126667,7,2660,147.777778,380,128.090227,2,6
0,0,31,31,23,50,73,148,102,250,0.000333,0.515819,22,34044.03507,1891.335282,1547.45614,386.234734,11,6
0,0,30,30,23,50,73,147,100,247,0.000333,0.509629,22,33635.50665,1868.639258,1528.886666,386.234734,11,6
0,0,31,31,23,50,73,148,102,250,0.000333,0.515819,22,34044.03507,1891.335282,1547.45614,386.234734,11,6
0,0,30,30,23,50,73,147,100,247,0.000333,0.509629,22,33635.50665,1868.639258,1528.886666,386.234734,11,6
0,0,31,31,23,49,72,148,102,250,0.000333,0.51416,22,33934.58751,1885.254862,1542.48125,379.162707,11,6
0,0,30,30,23,49,72,147,100,247,0.000333,0.50799,22,33527.37246,1862.631803,1523.971475,379.162707,11,6
0,0,31,31,23,51,74,148,103,251,0.000333,0.519524,22,34288.60149,1904.922305,1558.572795,393.335617,11,6
0,0,30,30,23,51,74,147,101,248,0.000333,0.513315,11,16939.38878,941.077155,1539.944435,393.335617,11,6
0,0,20,20,18,19,37,72,64,136,0.000333,0.236162,27,19129.11276,1062.728487,708.485658,155.769273,3,6
0,0,19,19,17,19,36,68,62,130,0.000333,0.22403,24,16130.16601,896.120334,672.09025,150.197491,3,6
0,0,17,17,17,16,33,69,46,115,0.000333,0.193368,16,9281.68518,515.649177,580.105324,133.486868,2,6
0,0,11,11,15,13,28,47,31,78,0.000333,0.124991,14,5249.631575,291.646199,374.973684,106.709075,2,6
0,0,19,19,17,17,34,73,49,122,0.000333,0.20689,16,9930.727466,551.707081,620.670467,138.973737,3,6
0,0,11,11,15,13,28,47,31,78,0.000333,0.124991,14,5249.631575,291.646199,374.973684,106.709075,2,6
0,0,13,13,11,14,25,42,35,77,0.000333,0.119192,10,3575.769266,198.653848,357.576927,91.356717,2,6
0,0,16,16,15,17,32,55,43,98,0.000333,0.163333,14,6860,381.111111,490,128.090227,3,6
0,0,18,18,11,16,27,71,55,126,0.000333,0.199705,15,8986.737379,499.263188,599.115825,102.053748,1,6
0,0,21,21,15,18,33,84,63,147,0.000333,0.247175,21,15572.04465,865.113591,741.525936,133.662009,2,6
0,0,10,10,14,14,28,49,33,82,0.000333,0.131401,14,5518.843451,306.602414,394.203104,106.605938,2,6
0,0,7,7,10,11,21,36,25,61,0.000333,0.08931,10,2679.313628,148.850757,267.931363,71.273029,1,6
0,0,10,10,14,14,28,49,33,82,0.000333,0.131401,14,5518.843451,306.602414,394.203104,106.605938,2,6
0,0,9,9,10,12,22,37,27,64,0.000333,0.095135,10,2854.036236,158.557569,285.403624,76.238831,1,6
0,0,12,12,14,14,28,50,35,85,0.000333,0.136208,14,5720.752357,317.819575,408.625168,106.605938,2,6
0,0,10,10,14,14,28,46,31,77,0.000333,0.123389,14,5182.328606,287.907145,370.166329,106.605938,2,6
0,0,17,17,11,17,28,74,53,127,0.000333,0.203511,15,9158.011127,508.778396,610.534075,107.540616,1,6
0,0,20,20,15,19,34,87,61,148,0.000333,0.250982,21,15811.83451,878.435251,752.944501,139.313982,2,6
0,0,10,10,14,15,29,51,33,84,0.000333,0.136023,14,5712.98565,317.388092,408.070404,111.906328,2,6
0,0,17,17,12,17,29,66,52,118,0.000333,0.191081,18,10318.35163,573.241757,573.241757,112.506418,1,6
0,0,20,20,16,19,35,79,60,139,0.000333,0.237657,24,17111.28815,950.627119,712.970339,144.710623,2,6
0,0,10,10,14,16,30,48,33,81,0.000333,0.132486,14,5564.413935,309.134108,397.458138,117.302969,2,6
0,0,13,13,11,14,25,48,45,93,0.000333,0.14396,15,6478.179385,359.898855,431.878626,91.356717,1,6
0,0,15,15,15,16,31,56,50,106,0.000333,0.175048,21,11028.04099,612.668944,525.144809,122.603359,2,6
0,0,11,11,14,14,28,39,34,73,0.000333,0.116979,14,4913.11673,272.950929,350.936909,106.605938,2,6
0,0,17,17,14,17,31,57,54,111,0.000333,0.183305,21,11548.2316,641.568422,549.91579,122.789837,2,6
0,0,17,17,15,17,32,60,54,114,0.000333,0.19,21,11970,665,570,128.090227,2,6
0,0,8,8,9,12,21,28,24,52,0.000333,0.076134,8,1827.204048,101.511336,228.400506,71.548875,1,6
0,0,11,11,13,14,27,41,32,73,0.000333,0.115702,12,4165.281452,231.404525,347.106788,101.408685,2,6
0,0,9,9,13,14,27,37,28,65,0.000333,0.103023,12,3708.812252,206.045125,309.067688,101.408685,2,6
0,0,10,10,11,14,25,41,34,75,0.000333,0.116096,10,3482.892142,193.494008,348.289214,91.356717,1,6
0,0,13,13,15,17,32,54,42,96,0.000333,0.16,14,6720,373.333333,480,128.090227,2,6
0,0,9,9,15,16,31,42,31,73,0.000333,0.120552,7,2531.594315,140.644129,361.656331,122.603359,2,6
0,0,8,8,13,12,25,30,25,55,0.000333,0.085137,12,3064.945085,170.274727,255.41209,91.125266,2,6
0,0,12,12,15,14,29,42,35,77,0.000333,0.124688,14,5236.903513,290.939084,374.064537,111.906328,2,6
0,0,14,14,15,25,40,64,49,113,0.000333,0.200459,7,4209.645123,233.869174,601.377875,174.699764,4,6
0,0,14,14,14,19,33,56,49,105,0.000333,0.176554,14,7415.259355,411.958853,529.661383,134.013592,2,6
0,0,16,16,18,22,40,64,54,118,0.000333,0.209329,18,11303.77527,627.987515,627.987515,173.166146,3,6
0,0,30,30,20,52,72,156,99,255,0.000333,0.524444,10,15733.30875,874.072709,1573.330875,382.861427,11,6
0,0,17,17,16,26,42,88,56,144,0.000333,0.258831,16,12423.89934,690.21663,776.493709,186.211433,6,6
0,0,17,17,16,16,32,66,46,112,0.000333,0.186667,16,8960,497.777778,560,128,2,6
0,0,11,11,15,13,28,50,33,83,0.000333,0.133003,14,5586.146419,310.341468,399.010459,106.709075,2,6
0,0,21,21,16,18,34,78,58,136,0.000333,0.230632,24,16605.47871,922.526595,691.894946,139.05865,2,6
0,0,11,11,15,13,28,50,33,83,0.000333,0.133003,14,5586.146419,310.341468,399.010459,106.709075,2,6
0,0,16,16,15,21,36,78,49,127,0.000333,0.21886,14,9192.126653,510.673703,656.580475,150.842025,5,6
0,0,17,17,15,21,36,81,53,134,0.000333,0.230923,14,9698.779303,538.821072,692.76995,150.842025,5,6
0,0,13,13,16,18,34,49,39,88,0.000333,0.149232,16,7163.14768,397.952649,447.69673,139.05865,3,6
0,0,16,16,16,24,40,75,55,130,0.000333,0.230617,16,11069.61044,614.978358,691.850652,174.0391,6,6
0,0,9,9,12,13,25,34,26,60,0.000333,0.092877,12,3343.576457,185.754248,278.631371,91.125266,1,6
0,0,21,21,16,18,34,78,58,136,0.000333,0.230632,24,16605.47871,922.526595,691.894946,139.05865,2,6
0,0,11,11,15,13,28,50,33,83,0.000333,0.133003,14,5586.146419,310.341468,399.010459,106.709075,2,6
0,0,17,17,15,16,31,68,51,119,0.000333,0.196516,21,12380.53658,687.807588,589.549361,122.603359,2,6
0,0,11,11,15,13,28,50,33,83,0.000333,0.133003,14,5586.146419,310.341468,399.010459,106.709075,2,6
0,0,18,18,17,16,33,70,48,118,0.000333,0.198413,24,14285.72415,793.651341,595.238506,133.486868,2,6
0,0,11,11,15,13,28,47,31,78,0.000333,0.124991,14,5249.631575,291.646199,374.973684,106.709075,2,6
0,0,18,18,18,16,34,71,51,122,0.000333,0.20689,27,16758.1026,931.0057,620.670467,139.05865,2,6
0,0,12,12,15,15,30,40,30,70,0.000333,0.114494,14,4808.752784,267.152932,343.482342,117.206718,3,6
0,0,12,12,16,13,29,40,29,69,0.000333,0.111734,16,5363.211019,297.956168,335.200689,112.105716,3,6
0,0,12,12,15,14,29,42,35,77,0.000333,0.124688,14,5236.903513,290.939084,374.064537,111.906328,2,6
0,0,10,10,16,14,30,42,33,75,0.000333,0.122672,16,5888.268715,327.12604,368.016795,117.302969,2,6
0,0,14,14,13,19,32,55,49,104,0.000333,0.173333,12,6240,346.666667,520,128.816339,2,6
0,0,16,16,17,22,39,63,54,117,0.000333,0.206131,16,9894.272954,549.681831,618.39206,167.594364,3,6
0,0,12,12,11,14,25,39,35,74,0.000333,0.114548,10,3436.45358,190.914088,343.645358,91.356717,1,6
0,0,11,11,11,13,24,47,33,80,0.000333,0.122266,10,3667.970001,203.776111,366.797,86.159464,1,6
0,0,3,3,8,7,15,11,10,21,0.000333,0.027348,4,328.17881,18.232156,82.044703,43.651484,1,6
0,0,12,12,14,19,33,43,37,80,0.000333,0.134517,7,2824.860707,156.936706,403.55153,134.013592,2,6
0,0,9,9,12,18,30,32,29,61,0.000333,0.099773,6,1795.921958,99.773442,299.320326,118.0782,2,6
0,0,10,10,13,19,32,36,32,68,0.000333,0.113333,6,2040,113.333333,340,128.816339,2,6
0,0,13,13,18,16,34,43,37,80,0.000333,0.135666,18,7325.946491,406.997027,406.997027,139.05865,3,6
0,0,31,31,19,50,69,156,100,256,0.000333,0.521261,18,28148.0807,1563.782261,1563.782261,362.903432,12,6
0,0,31,31,19,50,69,156,100,256,0.000333,0.521261,18,28148.0807,1563.782261,1563.782261,362.903432,12,6
0,0,15,15,15,19,34,75,46,121,0.000333,0.205194,14,8618.162053,478.786781,615.583004,139.313982,5,6
0,0,12,12,14,15,29,38,32,70,0.000333,0.113353,14,4760.821375,264.490076,340.05867,111.906328,3,6
0,0,11,11,13,15,28,36,30,66,0.000333,0.105762,12,3807.425098,211.523617,317.285425,106.709075,3,6
0,0,12,12,14,15,29,38,31,69,0.000333,0.111734,14,4692.809641,260.711647,335.200689,111.906328,3,6
0,0,11,11,13,15,28,36,29,65,0.000333,0.104159,6,1874.86842,104.159357,312.47807,106.709075,3,6
0,0,12,12,14,15,29,38,31,69,0.000333,0.111734,14,4692.809641,260.711647,335.200689,111.906328,3,6
0,0,11,11,13,15,28,36,29,65,0.000333,0.104159,6,1874.86842,104.159357,312.47807,106.709075,3,6
0,0,34,34,23,55,78,175,115,290,0.000333,0.607589,22,40100.86616,2227.825898,1822.766643,422.016709,13,6
0,0,17,17,16,26,42,88,56,144,0.000333,0.258831,16,12423.89934,690.21663,776.493709,186.211433,6,6
0,0,18,18,16,20,36,85,54,139,0.000333,0.23954,16,11497.9132,638.772956,718.619575,150.438562,5,6
0,0,17,17,16,20,36,82,52,134,0.000333,0.230923,16,11084.3192,615.795511,692.76995,150.438562,5,6
0,0,19,19,17,25,42,91,59,150,0.000333,0.269616,16,12941.56182,718.975656,808.847613,185.583273,6,6
0,0,34,34,20,54,74,168,111,279,0.000333,0.577479,20,34648.74978,1924.930543,1732.437489,397.202487,12,6
0,0,19,19,16,25,41,90,59,149,0.000333,0.266092,16,12772.40398,709.577999,798.275249,180.096405,6,6
0,0,20,20,18,25,43,95,61,156,0.000333,0.282166,18,15236.95143,846.497302,846.497302,191.155055,6,6
0,0,12,12,15,15,30,39,32,71,0.000333,0.11613,14,4877.449252,270.969403,348.389232,117.206718,3,6
0,0,11,11,14,15,29,37,30,67,0.000333,0.108495,14,4556.786173,253.154787,325.484727,111.906328,3,6
0,0,11,11,13,14,27,34,29,63,0.000333,0.099853,12,3594.694952,199.705275,299.557913,101.408685,3,6
0,0,10,10,12,14,26,32,27,59,0.000333,0.092442,6,1663.95566,92.441981,277.325943,96.322519,3,6
0,0,7,7,9,9,18,20,17,37,0.000333,0.051429,4,617.1489,34.28605,154.287225,57.05865,1,6
0,0,12,12,15,15,30,37,32,69,0.000333,0.112858,14,4740.056315,263.336462,338.575451,117.206718,3,6
0,0,12,12,15,14,29,39,30,69,0.000333,0.111734,14,4692.809641,260.711647,335.200689,111.906328,3,6
0,0,11,11,14,14,28,37,28,65,0.000333,0.104159,14,4374.692979,243.038499,312.47807,106.605938,3,6
0,0,12,12,15,14,29,39,30,69,0.000333,0.111734,14,4692.809641,260.711647,335.200689,111.906328,3,6
0,0,11,11,14,14,28,37,28,65,0.000333,0.104159,14,4374.692979,243.038499,312.47807,106.605938,3,6
0,0,33,33,20,54,74,165,107,272,0.000333,0.56299,10,16889.71316,938.317397,1688.971315,397.202487,13,6
0,0,17,17,16,24,40,84,53,137,0.000333,0.243035,16,11665.66638,648.092577,729.104149,174.0391,6,6
0,0,33,33,20,54,74,165,106,271,0.000333,0.560921,10,16827.61862,934.867701,1682.761862,397.202487,13,6
0,0,33,33,20,54,74,165,106,271,0.000333,0.560921,10,16827.61862,934.867701,1682.761862,397.202487,13,6
0,0,17,17,16,24,40,84,53,137,0.000333,0.243035,16,11665.66638,648.092577,729.104149,174.0391,6,6
0,0,35,35,22,54,76,170,109,279,0.000333,0.581057,22,38349.77908,2130.543282,1743.171776,408.871421,13,6
0,0,17,17,16,24,40,84,53,137,0.000333,0.243035,16,11665.66638,648.092577,729.104149,174.0391,6,6
0,0,13,13,16,17,33,46,37,83,0.000333,0.139562,16,6698.955391,372.164188,418.684712,133.486868,3,6
0,0,12,12,15,17,32,44,35,79,0.000333,0.131667,14,5530,307.222222,395,128.090227,3,6
0,0,12,12,14,15,29,36,32,68,0.000333,0.110114,14,4624.797907,256.933217,330.342708,111.906328,3,6
0,0,14,14,16,17,33,48,36,84,0.000333,0.141243,16,6779.665696,376.648094,423.729106,133.486868,3,6
0,0,14,14,15,17,32,45,35,80,0.000333,0.133333,14,5600,311.111111,400,128.090227,3,6
0,0,11,11,15,15,30,38,25,63,0.000333,0.103045,7,2163.938753,120.21882,309.134108,117.206718,3,6
0,0,12,12,14,14,28,36,31,67,0.000333,0.107364,14,4509.298917,250.516606,322.09278,106.605938,3,6
0,0,12,12,14,15,29,36,32,68,0.000333,0.110114,14,4624.797907,256.933217,330.342708,111.906328,3,6
0,0,12,12,14,15,29,36,32,68,0.000333,0.110114,14,4624.797907,256.933217,330.342708,111.906328,3,6
0,0,12,12,14,14,28,38,30,68,0.000333,0.108967,14,4576.601886,254.25566,326.900135,106.605938,3,6
0,0,11,11,13,14,27,36,28,64,0.000333,0.101438,12,3651.753602,202.8752,304.3128,101.408685,3,6
0,0,11,11,13,13,26,35,29,64,0.000333,0.100276,12,3609.937704,200.552095,300.828142,96.211433,2,6
